activity_nr,estab_name,site_city,site_state,site_zip,naics_code,trade,open_date
348306374,MKL CONSTRUCTION LLC,ENGLEWOOD,NJ,07632,236118,,2025-06-12
348306507,JL HOUSE REMODELING,ENGLEWOOD,NJ,07632,236118,,2025-06-12
348306549,STONE HEDGE BUILDERS LLC,ENGLEWOOD,NJ,07632,238140,Masonry,2025-06-12
348306556,VAJ 1 CONSTRUCTION LLC,HASBROUCK HEIGHTS,NJ,07604,238160,Roofing,2025-06-12
348306598,INTEGRITY ROOFING & CONSTRUCTION CORP,HASBROUCK HEIGHTS,NJ,07604,238160,Roofing,2025-06-12
348307612,VEMA GROUP LLC,NEW YORK,NY,10033,238990,,2025-06-12
348307653,VEMA GROUP LLC,NEW YORK,NY,10033,238990,,2025-06-12
348307703,"COMPLETE BUILDING MANAGEMENT, LLC",SANDYSTON,NJ,07826,238130,Framing,2025-06-12
348309089,HATE PAINTING??? INC,LINDENHURST,NY,11757,238320,,2025-06-11
348303728,APEX ROOFING SOLUTIONS,HIGHLAND PARK,NJ,08904,238160,Roofing,2025-06-11
348303967,THE GOAT ROOFING LLC,HIGHLAND PARK,NJ,08904,238160,Roofing,2025-06-11
348304387,JTM HOME IMPROVEMENT LTD,VALHALLA,NY,10595,238160,Roofing,2025-06-11
348311374,ACADEMY CONSTRUCTION INC,POMPTON PLAINS,NJ,07444,238130,Framing,2025-06-11
348311390,ANGIE CONSTRUCTION,POMPTON PLAINS,NJ,07444,238160,Roofing,2025-06-11
348311465,SNONO HOME IMPROVEMENTS,FRANKLIN LAKES,NJ,07417,238130,Framing,2025-06-11
348311481,AROUND THE CLOCK,FRANKLIN LAKES,NJ,07417,238130,Framing,2025-06-11
348311580,DELCAMPO PAVING & CONCRETE LLC,EDISON,NJ,08817,238990,,2025-06-11
348311663,YSOY CONSTRUCTION,LITTLE FALLS,NJ,07424,238130,Framing,2025-06-11
348490046,"PERRY VERRONE, LLC",VALHALLA,NY,10595,238160,Roofing,2025-06-11
348302050,MORETTI CONTRACTING CORP,SCARSDALE,NY,10583,238160,Roofing,2025-06-11
348311960,ESTRADA FRAMING LLC,FRANKLIN LAKES,NJ,07417,238130,Framing,2025-06-11
348311986,URIZAR AND SON FRAMING CORP,FRANKLIN LAKES,NJ,07417,238130,Framing,2025-06-11
348302258,MALIX GROUP LLC,TENAFLY,NJ,07670,238130,Framing,2025-06-11
348302415,H & H CONTRACTORS LLC,TENAFLY,NJ,07670,238130,Framing,2025-06-11
348302571,A&D FRAMING CORP,ENGLEWOOD CLIFFS,NJ,07632,238130,Framing,2025-06-11
348312042,XTREME COATING  AND CONSTRUCTION LLC,ELIZABETH,NJ,07202,238320,,2025-06-11
348411521,C.L.P. GENERAL CONTRACTING CORP.,SCARSDALE,NY,10583,236115,,2025-06-11
348302860,BLUE CITY CONSTRUCTION CORP.,MIDDLE VILLAGE,NY,11379,236115,,2025-06-11
348302225,EAST HAMPTON TN HWY DEPT,EAST HAMPTON,NY,11937,237310,Highway/Bridge,2025-06-10
348299173,BOROUGH OF BERNARDSVILLE DPW,BERNARDSVILLE,NJ,07924,237310,Highway/Bridge,2025-06-09
348296641,BOROUGH OF ALLENDALE DPW,ALLENDALE,NJ,07401,237310,Highway/Bridge,2025-06-09
348296211,HI-LUME CORPORATION,LAKE RONKONKOMA,NY,11779,238130,Framing,2025-06-09
348297961,AGUILAR MASONRY CONSTRUCTION LLC,KEARNY,NJ,07032,238140,Masonry,2025-06-09
348298662,"CIVETTA COUSINS JV, LLC",NEW YORK,NY,10017,238110,,2025-06-09
348294695,"DENNYS SEAMLESS GUTTER AND CONSTRUCTION, LLC.",DENVILLE,NJ,07834,238170,,2025-06-06
348296534,"KRIS & BROTHERS  CONSTRUCTION GROUP, LLC",MANALAPAN,NJ,07726,238160,Roofing,2025-06-06
348295932,ZINGARIELLO MASONRY & PAVING INC.,MANALAPAN,NJ,07726,238140,Masonry,2025-06-06
348296120,"JOE THE ROOFER, LLC",MANALAPAN,NJ,07726,238160,Roofing,2025-06-06
348298076,LYTO CONSTRUCTION INC,FORDS,NJ,08863,238160,Roofing,2025-06-06
348298357,HJS WORLD'S CONSTRUCTION,ESSEX FELLS,NJ,07021,238140,Masonry,2025-06-06
348293804,LUCIO & DIAZ CORP.,BROOKLYN,NY,11234,236118,,2025-06-05
348294380,M & Y MECHANICAL SERVICE CORP.,TARRYTOWN,NY,10591,238220,,2025-06-05
348236969,BH CONCRETE INC.,SPRING VALLEY,NY,10977,238140,Masonry,2025-06-05
348289885,PERFECT AIR & WATER SERVICES LLC,SOUTH AMBOY,NJ,08879,238220,,2025-06-05
348290230,IQ AIR SYSTEM,SOUTH AMBOY,NJ,08879,238220,,2025-06-05
348296971,CUSTOM CONSTRUCTION & BLACKTOP INC,OSSINING,NY,10562,238910,,2025-06-05
348297011,DAVE GOLDBERG PLUMBING & HEATING,OSSINING,NY,10562,238220,,2025-06-05
348298217,J.M.M HOME IMPROVEMENT LLC,LODI,NJ,07644,236118,,2025-06-05
348293952,STELLAR CONTRACTING LLC,BROOKLYN,NY,11223,236116,,2025-06-04
348293960,STELLAR CONTRACTING LLC,BROOKLYN,NY,11223,236116,,2025-06-04
348294059,L&J MASONRY LLC,BROOKLYN,NY,11223,238140,Masonry,2025-06-04
348294067,L&J MASONRY LLC,BROOKLYN,NY,11223,238140,Masonry,2025-06-04
348294570,SILVERBACK HOME INC,BROOKLYN,NY,11223,236116,,2025-06-04
348294588,SILVERBACK HOME INC,BROOKLYN,NY,11223,236116,,2025-06-04
348292707,OUTER-COUNTY CONSTRUCTION CORP.,SOUTHAMPTON,NY,11968,238170,,2025-06-04
348292764,"J & P SON, INC.",WATER MILL,NY,11976,236115,,2025-06-04
348292830,HECTOR CARPENTRY INC,WATER MILL,NY,11976,238170,,2025-06-04
348292913,MARTIN GC PLUMBING & HEATING CORP.,WATER MILL,NY,11976,238220,,2025-06-04
348290438,"LONG ISLAND POWER SOLUTIONS, INC.",SLEEPY HOLLOW,NY,10591,238210,,2025-06-04
348311630,HARDSTONE CONSTRUCTION LLC,FANWOOD,NJ,07023,238140,Masonry,2025-06-04
348287368,SP TILE & MARBLE INC,BOHEMIA,NY,11716,238340,,2025-06-04
348296161,"RONALD HINDERHOFER, INC. DBA R.H. CONSTRUCTION",BROOKLYN,NY,11226,236118,,2025-06-04
348287004,JP UNITED CONSTRUCTION LLC,MONSEY,NY,10952,238130,Framing,2025-06-04
348287715,JCA CONSTRUCTION LLC,WOOD RIDGE,NJ,07075,238160,Roofing,2025-06-04
348287731,STORMSPROOF INC.,WOOD RIDGE,NJ,07075,238160,Roofing,2025-06-04
348287756,CAROLAN CONTRACTORS INC.,WOOD RIDGE,NJ,07075,238160,Roofing,2025-06-04
348287293,MC PINA CONSTRUCTION INC,MONSEY,NY,10952,238130,Framing,2025-06-04
348286303,BRICK TOWNSHIP DEPARTMENT OF PUBLIC WORKS,BRICK,NJ,08723,237310,Highway/Bridge,2025-06-04
348288630,"RONALD HINDERHOFER, INC. DBA R.H. CONSTRUCTION",BROOKLYN,NY,11226,236118,,2025-06-04
348287574,"SUYA HOME IMPROVEMENT, CORP",HASBROUCK HEIGHTS,NJ,07604,238160,Roofing,2025-06-04
348287624,STATE LINE CONSTRUCTION CO INC,WOOD RIDGE,NJ,07075,238140,Masonry,2025-06-04
348287640,HI END BUILDERS INC,ARMONK,NY,10504,238160,Roofing,2025-06-04
348283789,"DMR CONSTRUCTION SERVICES, INC.",LIVINGSTON,NJ,07039,236115,,2025-06-03
348283979,"V & Y CONSTRUCTION, LLC",YORKTOWN HEIGHTS,NY,10598,238140,Masonry,2025-06-03
348284126,NASSO ELECTRIC LLC,HACKENSACK,NJ,07601,238210,,2025-06-03
348285586,PRIORITY GROUND FORCE CONSTRUCTION  INC,WEST ORANGE,NJ,07052,238110,,2025-06-03
348289612,WOODPECKERS FRAMING CORP.,YORKTOWN HEIGHTS,NY,10598,238130,Framing,2025-06-03
348289737,FERRARI CONTRACTORS LLC,MOHEGAN LAKE,NY,10547,238160,Roofing,2025-06-03
348290495,SEGUNDO GUALLPA,WEST ORANGE,NJ,07052,238170,,2025-06-03
348298209,PROVEN CONTRACTING LLC,LIVINGSTON,NJ,07039,238160,Roofing,2025-06-03
348298241,"HIGHRIDGE CONSTRUCTION, CORP.",HARRISON,NY,10528,238130,Framing,2025-06-03
348278532,BOROUGH OF CLOSTER DPW,CLOSTER,NJ,07624,237310,Highway/Bridge,2025-06-03
348285685,UNICORN CONTRACTING CORP,YORKTOWN HEIGHTS,NY,10598,236116,,2025-06-03
348283136,MAL AND ROD LLC,FORT LEE,NJ,07024,238140,Masonry,2025-06-02
348283318,UNITED HOME IMPROVEMENTS INC,LEONIA,NJ,07605,238160,Roofing,2025-06-02
348281247,TOWNSHIP OF HILLSBOROUGH DEPARTMENT OF PUBLIC WORKS,HILLSBOROUGH,NJ,08844,237310,Highway/Bridge,2025-06-02
348281577,ERICK L HOME IMPROVEMENT CORP,MELVILLE,NY,11747,236115,,2025-06-02
348281742,"STRUCTURAL MAINTENANCE AND REPAIR TECHNOLOGIES, INC.",FORT LEE,NJ,07024,238110,,2025-06-02
348289687,ANDY ZHANG,LEONIA,NJ,07605,238160,Roofing,2025-06-02
348411646,TIGERS HANDYMAN SERVICE INC.,RYE,NY,10580,236118,,2025-06-02
348285818,VENUS TILE & MARBLE LLC,FLEMINGTON,NJ,08822,236220,Commercial Bldg,2025-06-02
348286006,REYES AND REYES CONSTRUCTION LLC,MILLSTONE TOWNSHIP,NJ,08510,236220,Commercial Bldg,2025-06-02
348286113,NORMAN'S GLASS - COMMERCIAL & RESIDENTIAL,MILLSTONE TOWNSHIP,NJ,08510,238150,,2025-06-02
348286154,HVAC BOSS LLC,EATONTOWN,NJ,07724,238220,,2025-06-02
348286212,SORDONI CONSTRUCTION,EATONTOWN,NJ,07724,236220,Commercial Bldg,2025-06-02
348386897,"VICTORIANOS GENERAL CONTRACTING, CORP",YONKERS,NY,10704,238160,Roofing,2025-06-02
348297896,HM BUILDERS CORP,HARRISON,NY,10528,236118,,2025-06-02
348298175,"2M SERVICES, LLC.",HARRISON,NY,10528,238140,Masonry,2025-06-02
348286345,"O.K. CONSTRUCTION & CONTRACTING, LLC",EATONTOWN,NJ,07724,238160,Roofing,2025-06-02
348286360,"P. CIPOLLINI, INC.",EATONTOWN,NJ,07724,238160,Roofing,2025-06-02
348286402,CITY ERECTORS INC.,EATONTOWN,NJ,07724,238990,,2025-06-02
348280611,BOROUGH CONSTRUCTION GROUP LLC,UNIONDALE,NY,11553,236220,Commercial Bldg,2025-05-30
348280785,"GIAQUINTO MASONRY, INC.",UNIONDALE,NY,11553,238140,Masonry,2025-05-30
348280934,POLARIS ELECTRICAL CONSTRUCTION,UNIONDALE,NY,11553,238210,,2025-05-30
348281023,"KG MECHANICAL, INC.",UNIONDALE,NY,11553,238220,,2025-05-30
348280207,OZ STEEL INC.,NEWARK,NJ,07105,238120,,2025-05-30
348274507,PINNACLE ROOFING INC.,BROOKLYN,NY,11226,238160,Roofing,2025-05-29
348274564,BIM POWER AC,BROOKLYN,NY,11226,238220,,2025-05-29
348274648,KINGS FRAMING LLC,BROOKLYN,NY,11226,238130,Framing,2025-05-29
348274713,ACCURATE ELECTRICAL CORP.,BROOKLYN,NY,11226,238210,,2025-05-29
348274739,L & T 17 CORP,BROOKLYN,NY,11210,238310,,2025-05-29
348274754,RELIANT ELECTRICAL CONTRACTING INC.,BROOKLYN,NY,11210,238210,,2025-05-29
348274937,SD DESIGN PAINT CORP,BROOKLYN,NY,11210,236118,,2025-05-29
348275074,GOLDEN STONE & TILES INC,BROOKLYN,NY,11228,238340,,2025-05-29
348279803,WHM ENTERPRISE LLC,FORT LEE,NJ,07024,238130,Framing,2025-05-29
348279944,FORTUNE BUILDER 68 INC.,JERSEY CITY,NJ,07306,238140,Masonry,2025-05-29
348277179,Q & S ELECTRIC,WEST CALDWELL,NJ,07006,238210,,2025-05-29
348277278,"SPANA CONTRACTORS, LLC",PISCATAWAY,NJ,08854,236118,,2025-05-29
348273509,PARSONS,SAYREVILLE,NJ,08871,237110,,2025-05-28
348273566,KAY WATERPROOFING CORP.,BROOKLYN,NY,11210,238140,Masonry,2025-05-28
348273640,"JOSEPH JINGOLI & SON, INC.",NEW BRUNSWICK,NJ,08901,236220,Commercial Bldg,2025-05-28
348280876,440 ELIZABETH NJ LLC,NEWARK,NJ,07112,238140,Masonry,2025-05-28
348271438,EMPRISE CONSTRUCTION INC.,BROOKLYN,NY,11204,236116,,2025-05-28
348271859,ALEXIS CARRION CORP,WEST BABYLON,NY,11704,236115,,2025-05-28
348271925,NEW DEVELOPERS LLC,WEST BABYLON,NY,11704,236115,,2025-05-28
348275108,HUDAK INFRASTRUCTURE,BRADLEY BEACH,NJ,07720,238110,,2025-05-28
348279910,MASTER CONSULTING MANAGEMENT CORP.,YONKERS,NY,10710,238220,,2025-05-28
348273087,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",JERSEY CITY,NJ,07302,237990,,2025-05-27
348270422,NEW CONTRACTOR 1 CORPORATION,MANALAPAN,NJ,07726,238170,,2025-05-27
348270497,"J & K MASONRY, LLP.",MANALAPAN,NJ,07726,238140,Masonry,2025-05-27
348270760,"INTERNATIONAL MANAGEMENT CONSULTANTS, INC.",METUCHEN,NJ,08840,236220,Commercial Bldg,2025-05-27
348274341,URBAN FOUNDATION / ENGINEERING LLC,JERSEY CITY,NJ,07302,237990,,2025-05-27
348270026,UGS CONTRACTING,JERSEY CITY,NJ,07306,238130,Framing,2025-05-27
348270034,"ARCO CONSTRUCTION, INC.",JERSEY CITY,NJ,07306,238160,Roofing,2025-05-27
348270307,"HAKL EXTERIORS, LLC.",MANALAPAN,NJ,07726,238170,,2025-05-27
348279837,M & S CONTRACTING,WHITE PLAINS,NY,10607,238170,,2025-05-27
348279951,QUITOS CONTRACTORS I INC.,PELHAM,NY,10803,238140,Masonry,2025-05-27
348268251,SCHOLES ELECTRIC & COMMUNICATIONS,NEWARK,NJ,07114,238210,,2025-05-27
348268400,BOROUGH OF RED BANK DEPARTMENT OF PUBLIC UTILITIES,RED BANK,NJ,07701,237310,Highway/Bridge,2025-05-27
348266610,LUIS DOMINGUEZ HUMALA,NEW CITY,NY,10956,238160,Roofing,2025-05-23
348260159,M GUADALUPE HOME IMPROVEMENT INC,CORTLANDT MANOR,NY,10567,238160,Roofing,2025-05-21
348280066,"O. PALMAS REMODELING, LLC.",BEDFORD CORNERS,NY,10549,238130,Framing,2025-05-21
348262650,"BROTHERS R CONTRACTORS, LLC.",PERTH AMBOY,NJ,08861,238160,Roofing,2025-05-20
348256868,ARESH CONSTRUCTION CORP,VERONA,NJ,07044,238140,Masonry,2025-05-20
348256892,P & D BUILDERS LLC,ROSELAND,NJ,07068,238130,Framing,2025-05-20
348257015,LEAK STOPPERS INC,WEST BABYLON,NY,11704,238160,Roofing,2025-05-20
348267600,"ANMAR MAINTENANCE SERVICES, INC",SCARSDALE,NY,10583,238130,Framing,2025-05-20
348257304,"MERIDIA CONSTRUCTION MANAGEMENT, LLC",BOUND BROOK,NJ,08805,236116,,2025-05-19
348253063,PJ DRYWALL 2 INC,TUCKAHOE,NY,10707,238170,,2025-05-16
348250812,SAJCHE HOME IMPROVEMENT LLC,AVENEL,NJ,07001,238390,,2025-05-16
348247594,FREEDOM SOLAR LLC,NORTH BRUNSWICK,NJ,08902,238210,,2025-05-15
348247701,CROWN BUILDERS & CONSTRUCTION CORP.,BROOKLYN,NY,11234,236115,,2025-05-15
348247776,K.W. MCINTOSH CONSTRUCTION CORP.,BROOKLYN,NY,11234,236115,,2025-05-15
348253535,GREE MECHANICAL YONKERS LLC,YONKERS,NY,10710,238220,,2025-05-15
348248683,"PREMIER CONCRETE SYSTEMS, LLC",ROCHELLE PARK,NJ,07662,238110,,2025-05-15
348253790,MASTER CONSULTING MANAGEMENT CORP.,YONKERS,NY,10710,238220,,2025-05-15
348250531,B.P. PRECISE CONSTRUCTION CORP.,NEW YORK,NY,10001,236220,Commercial Bldg,2025-05-15
348250911,NEW YORK CONCRETE CORP. / J. PIZZIRUSSO LANDSCAPING JV,NEW YORK,NY,10014,238110,,2025-05-15
348266552,BARRERAS CONTRACTING INC,ARDSLEY,NY,10502,238160,Roofing,2025-05-15
348114000,EXTREME SERVICES LLC,HASBROUCK HEIGHTS,NJ,07604,238130,Framing,2025-05-14
348246604,H&M GENERAL CONSTRUCTION  LLC,LITTLE FALLS,NJ,07424,238140,Masonry,2025-05-14
348246695,BSCNJ SERVICES CORP,CARTERET,NJ,07008,236220,Commercial Bldg,2025-05-14
348244898,WILLISTON PARK VILL DPW,WILLISTON PARK,NY,11596,237310,Highway/Bridge,2025-05-14
348243999,SOUTHAMPTON TN HIGHWAY DEPARTMENT,HAMPTON BAYS,NY,11946,237310,Highway/Bridge,2025-05-13
348239567,PYRAMID RESTORATION NY LLC,WALL STREET,NY,10005,238140,Masonry,2025-05-12
348240235,BHG GROUP LLC,MONSEY,NY,10952,238120,,2025-05-12
348238361,URBANCORE BUILDERS LLC,NEWARK,NJ,07102,236220,Commercial Bldg,2025-05-10
348253899,ALPHA CONSTRUCTION 1 INC,NEWARK,NJ,07102,238990,,2025-05-10
348436858,DAN MILLER CONSTRUCTION,NEWARK,NJ,07102,238290,,2025-05-10
348490012,"ZURLA EXCAVATING, INC",STONY POINT,NY,10980,238910,,2025-05-09
348236647,UPSTATE CONSTRUCTION OF ROCKLAND COUNTY INC.,SPRING VALLEY,NY,10977,236116,,2025-05-09
348237033,FIOS HOLDINGS LLC,SPRING VALLEY,NY,10977,238110,,2025-05-09
348233347,VSNY GENERAL CONSTRUCTION,HASBROUCK HEIGHTS,NJ,07604,238140,Masonry,2025-05-08
348232653,JOSE M CONSTRUCTION,PORT READING,NJ,07064,238130,Framing,2025-05-08
348235763,FIRST CLASS CONSTRUCTION,BAY SHORE,NY,11706,236220,Commercial Bldg,2025-05-08
348235847,"SERVICE STATION INSTALLATION OF NY, INC.",BAY SHORE,NY,11706,236220,Commercial Bldg,2025-05-08
348235987,"CORD CONTRACTING CO., INC.",BAY SHORE,NY,11706,238310,,2025-05-08
348236019,SUFFOLK CONSTRUCTION CORP.,BAY SHORE,NY,11706,236116,,2025-05-08
348230988,"SHOCON, INC.",TUXEDO PARK,NY,10987,238990,,2025-05-08
348234626,"WILLIAM J. GUARINI, INC.",BLOOMFIELD,NJ,07003,238220,,2025-05-08
348234683,JWS PAVING AND MASONRY,BRIDGEWATER,NJ,08807,238140,Masonry,2025-05-08
348236787,THE BEST SIDING LLC,ATLANTIC HIGHLANDS,NJ,07716,238170,,2025-05-08
348236712,ABSOLUTE GUTTER COMPANY,FAIR HAVEN,NJ,07704,238170,,2025-05-08
348243478,DRIVESTYLE PAVING AND MASONRY,BRIDGEWATER,NJ,08807,238140,Masonry,2025-05-08
348237322,KCT GENERAL CONTRACTORS  INC,BROOKLYN,NY,11201,238350,,2025-05-07
348228495,L&J MASONRY LLC,BROOKLYN,NY,11209,238140,Masonry,2025-05-07
348231184,BLUE GRASS LANDSCAPING & GARDENING LLC,MONMOUTH JUNCTION,NJ,08852,236220,Commercial Bldg,2025-05-07
348232836,ABLE RIGGING CONTRACTORS LLC,BROOKLYN,NY,11201,238990,,2025-05-07
348228677,MINEOLA VILL DPW,MINEOLA,NY,11501,237310,Highway/Bridge,2025-05-07
348235342,BRUNO FRUSTACI CONTRACTING INC,BROOKLYN,NY,11201,236220,Commercial Bldg,2025-05-07
348235607,BARONE STEEL FABRICATORS INC.,BROOKLYN,NY,11201,238120,,2025-05-07
348228867,GUSTAV RESTORATION LLC,NEW YORK,NY,10035,238140,Masonry,2025-05-07
348235722,KING CONTRACTING GROUP NY INC.,BROOKLYN,NY,11201,238140,Masonry,2025-05-07
348235821,GIANT TAPING & PLASTERING INC.,BROOKLYN,NY,11201,238310,,2025-05-07
348235888,MB MECHANICAL OF NY INC,BROOKLYN,NY,11201,238160,Roofing,2025-05-07
348236027,JNR FLOORING INC,BROOKLYN,NY,11201,238140,Masonry,2025-05-07
348236068,F.S. SITE CORP.,BROOKLYN,NY,11201,238220,,2025-05-07
348236183,JW ELECTRIC CORPORATION,BROOKLYN,NY,11201,238210,,2025-05-07
348236357,ALL-CITY METAL INC.,BROOKLYN,NY,11201,238220,,2025-05-07
348237058,CORBEL COMMUNICATION,BROOKLYN,NY,11201,238210,,2025-05-07
348237157,"FORT-CICA ROOFING & GENERAL CONTRACTORS, INC",BROOKLYN,NY,11201,238160,Roofing,2025-05-07
348282310,"WOW CONSTRUCTION, INC.",HACKENSACK,NJ,07601,238130,Framing,2025-05-06
348228198,SPRING VALLEY VILLAGE DPW,SPRING VALLEY,NY,10977,237310,Highway/Bridge,2025-05-05
348228693,BOROUGH OF MANVILLE DEPARTMENT OF PUBLIC WORKS,MANVILLE,NJ,08835,237310,Highway/Bridge,2025-05-05
348221136,CITY OF ASBURY PARK DPW,ASBURY PARK,NJ,07712,237310,Highway/Bridge,2025-05-02
348222423,ATLAS DEMOLITION,SOMERVILLE,NJ,08876,236118,,2025-05-02
348223496,RAMCO DEVELOPMENT GROUP INC,BAY SHORE,NY,11706,236116,,2025-05-02
348225905,"CONCRETE SYSTEMS, INC.",HACKENSACK,NJ,07601,238110,,2025-05-02
348219213,PARDINI R CONSTRUCTION CORP,HILLSBOROUGH,NJ,08844,238160,Roofing,2025-05-01
348219361,"HOER EXCAVATING & CONSTRUCTION CO., INC.",TUXEDO PARK,NY,10987,238910,,2025-05-01
348219411,"BRUCE R. KOERNER CRANES & EQUIPMENT, INC.",TUXEDO PARK,NY,10987,238990,,2025-05-01
348219890,AMAXX CAMEO LANDSCAPING INC.,MAHOPAC,NY,10541,238910,,2025-05-01
348219908,KING STONE BUILDER & CONSTRUCTION INC.,BROOKLYN,NY,11234,238160,Roofing,2025-05-01
348226077,ANER CONSTRUCTION LLC,NORTH BRUNSWICK,NJ,08902,236220,Commercial Bldg,2025-05-01
348282344,EM CONSTRUCTION CORP,YONKERS,NY,10704,238160,Roofing,2025-05-01
348227281,OCR CONTRACTOR LLC,HILLSBOROUGH,NJ,08844,238160,Roofing,2025-05-01
348213232,"ASSUNCAO BROTHERS, INC.",EAST BRUNSWICK,NJ,08816,237310,Highway/Bridge,2025-04-30
348213455,"EARLE ASPHALT CO., INC.",EAST BRUNSWICK,NJ,08816,237310,Highway/Bridge,2025-04-30
348216136,HEV GROUP LLC,JERSEY CITY,NJ,07304,238220,,2025-04-30
348282476,REMODELING CONSULTANTS,SCARSDALE,NY,10583,238160,Roofing,2025-04-30
348212549,SEA CLIFF VILL DPW,SEA CLIFF,NY,11579,237310,Highway/Bridge,2025-04-29
348215500,FDO GENERAL CONSTRUCTION LLC,BELLEVILLE,NJ,07109,238140,Masonry,2025-04-29
348210246,HD CUSTOM PAINTING LLC,KINGSTON,NJ,08528,238320,,2025-04-29
348210253,JOSE CONTRERAS,NORTH BRUNSWICK,NJ,08902,238160,Roofing,2025-04-29
348216706,ESSENTIAL HOME CONTRACTORS CORP.,BROOKLYN,NY,11234,238160,Roofing,2025-04-29
348217035,BERNANDO TULA,BROOKLYN,NY,11234,238140,Masonry,2025-04-29
348209149,FREEWAY CONTRACTORS CORP,WESTFIELD,NJ,07090,238130,Framing,2025-04-28
348209339,JOSE M CONSTRUCTION,PORT READING,NJ,07064,238130,Framing,2025-04-28
348208174,"UNITED PAINTERS, INC.",PARSIPPANY,NJ,07054,238320,,2025-04-28
348209719,"C&T DESIGN BUILD, LLC.",TARRYTOWN,NY,10591,238130,Framing,2025-04-28
348297904,ABBOTT & PRICE INCORPORATED,SCARSDALE,NY,10583,238160,Roofing,2025-04-28
348297912,"STYLES STEEL ERECTORS, LLC",PORT CHESTER,NY,10573,238120,,2025-04-28
348204587,GRACE INDUSTRIES LLC.,MASTIC BEACH,NY,11951,237310,Highway/Bridge,2025-04-25
348314923,GRACE INDUSTRIES LLC.,MASTIC BEACH,NY,11951,237310,Highway/Bridge,2025-04-25
348206533,JONASS AIR DUCT CLEANING CORP,MIDDLESEX,NJ,08846,238220,,2025-04-25
348206541,REDCOM DESIGN AND CONSTRUCTION LLC,MIDDLESEX,NJ,08846,236220,Commercial Bldg,2025-04-25
348207077,"PRS CONSTRUCTION, LLC",BELMAR,NJ,07719,238390,,2025-04-25
348207309,ROSSEDU CONSTRUCTION LLC,AVON BY THE SEA,NJ,07717,238130,Framing,2025-04-25
348207358,"JOHN AND CHRIS CONSTRUCTION, INC.",NUTLEY,NJ,07110,238130,Framing,2025-04-25
348207457,F. PEDALINO CONSTRUCTION LLC,NUTLEY,NJ,07110,236220,Commercial Bldg,2025-04-25
348207556,QUALITY MT HOME IMPROVEMENT,NUTLEY,NJ,07110,238110,,2025-04-25
348207366,GG&W CONTRACTING LLC,AVON BY THE SEA,NJ,07717,236116,,2025-04-25
348204884,RELIANT BUILDERS CORP.,BROOKLYN,NY,11234,236118,,2025-04-24
348205048,RESTANI CONSTRUCTION CORP.,BROOKLYN,NY,11234,237310,Highway/Bridge,2025-04-24
348201005,ES RENOVATIONS LLC,BROOKLYN,NY,11204,238990,,2025-04-24
348201062,BROOKLYN CONTRACTOR INC.,BROOKLYN,NY,11204,236118,,2025-04-24
348203670,LUCY CONSTRUCTION CORPORATION,RUTHERFORD,NJ,07070,238160,Roofing,2025-04-24
348213901,KEHAEV HOME IMPROVEMENT LLC,LONG BEACH,NJ,08008,236118,,2025-04-24
348201823,VELASQUEZ TILE INSTALLATION INC.,BROOKLYN,NY,11204,238340,,2025-04-24
348201849,BIANJOR CONTRACTORS LLC,LONG BEACH,NJ,08008,236115,,2025-04-24
348200197,"J.R. HAFTEK CO., INC.",PATERSON,NJ,07502,237110,,2025-04-24
348203845,DIAMOND CONTRACTORS GROUP CORPORATION,LONG BEACH,NJ,08008,238130,Framing,2025-04-24
348203894,AA RIBEIRO CONSTRUCTION LLC,BEACH HAVEN,NJ,08008,238130,Framing,2025-04-24
348480476,SANTANDER & ESPANA LLP,YONKERS,NY,10704,238130,Framing,2025-04-24
348204744,"BUILDERDRAGON, INC.",STATEN ISLAND,NY,10301,236118,,2025-04-23
348199902,"TOTAL CONCRETE FLATWORK, LLC",SPRING VALLEY,NY,10977,238110,,2025-04-23
348199928,JI BUILDERS INC,SPRING VALLEY,NY,10977,236220,Commercial Bldg,2025-04-23
348203514,PREMIER CONSTRUCTION INC,STATEN ISLAND,NY,10310,236220,Commercial Bldg,2025-04-23
348201526,"J.S ALDO'S CONSTRUCTION CO, INC.",MAYWOOD,NJ,07607,238160,Roofing,2025-04-23
348195157,GZ & G HOME SOLUTIONS INC.,WHITE PLAINS,NY,10603,238160,Roofing,2025-04-22
348195306,H & K RENOVATION INC,NEW YORK,NY,10019,236220,Commercial Bldg,2025-04-22
348200916,M BROTHERS CONSTRUCTION LLC,LYNDHURST,NJ,07071,238140,Masonry,2025-04-22
348195728,"S&T WINDOWS, LLC.",WHIPPANY,NJ,07981,238150,,2025-04-22
348280140,SHIMON PROPERTIES LLC,TAPPAN,NY,10983,238170,,2025-04-22
348297979,PERFECT WALL SYSTEMS INC.,GOLDENS BRIDGE,NY,10526,238170,,2025-04-22
348191529,"EXTREME SERVICES, LLC",BELLEVILLE,NJ,07109,238130,Framing,2025-04-21
348193681,AGUIAR CONSTRUCTION LLC,FLORHAM PARK,NJ,07932,238130,Framing,2025-04-21
348193822,FINE STUCCO INC,HASBROUCK HEIGHTS,NJ,07604,238140,Masonry,2025-04-21
348196445,MNR GROUP INC.,NEW YORK,NY,10011,238140,Masonry,2025-04-21
348189358,"M. S. IRON WORKS, INC.",CROTON ON HUDSON,NY,10520,236116,,2025-04-18
