activity_nr,citation_id,standard,viol_type,issuance_date,current_penalty,initial_penalty
348157793,01002B,19261153 D02 I,S,2025-09-17,0,0
348157793,01002C,19261153 G01,S,2025-09-17,0,0
348158247,01001,19260416 E01,S,2025-06-12,1350,2128
348158247,01002,19261053 B01,S,2025-06-12,3150,4965
348159369,01001,19260501 B13,S,2025-10-01,2582,3972
348155193,01001,19260501 B13,R,2025-09-18,7125,11916
348155441,01001,19260405 G02 III,S,2025-09-18,2128,2128
348163486,01001,19260651 C02,S,2025-10-01,2412,2412
348163486,01002,19260651 J02,S,2025-10-01,2412,2412
348163486,01003,19260651 K01,S,2025-10-01,2412,2412
348163486,01004,19260652 A01 II,S,2025-10-01,2412,2412
348166570,01001,19260501 B15,S,2025-04-22,4965,4965
348157728,01001,19260451 E01,S,2025-07-15,5958,5958
348157728,01002,19260451 G01,S,2025-07-15,5958,5958
348158023,01001,19260501 B15,S,2025-04-16,4965,4965
348160565,01001,19260451 C02 II,S,2025-09-11,3200,4965
348157637,01001,19260102 A01,S,2025-08-26,1226,1702
348157637,01002,19260501 B13,S,2025-08-26,1637,2270
348157637,01003,19261053 B01,S,2025-08-26,1637,2270
348159252,01001,19260100 A,S,2025-09-17,2660,3547
348159252,01002,19260501 B13,S,2025-09-17,2660,3547
348159252,01003,19261053 B01,S,2025-09-17,2660,3547
348147703,01001A,19260501 B04 II,S,2025-09-10,3500,3547
348147703,01001B,19260502 I04,S,2025-09-10,0,2128
348138751,01001,19100037 A03,S,2025-07-25,0,0
348138751,01002,19100157 G01,S,2025-07-25,0,0
348138751,01003,19100303 B08 I,S,2025-07-25,0,0
348138751,01004,19100305 B02 I,S,2025-07-25,0,0
348138751,01005,19100334 A02 II,S,2025-07-25,0,0
348138751,02001,12 NYCRR PART 801.29(A),O,2025-07-25,0,0
348138751,02002,12 NYCRR PART 801.32(A)(4),O,2025-07-25,0,0
348138751,02003,19100022 A02,O,2025-07-25,0,0
348138751,02004,19100151 B,O,2025-07-25,0,0
348139478,01001,19260501 B13,R,2025-08-12,9930,9930
348282393,01001,19260501 B01,S,2025-08-01,3405,3405
348135930,01001A,19260451 G01,R,2025-07-25,5959,11916
348135930,01002,19260501 B13,R,2025-07-25,0,11916
348141540,01001,19260453 B02 V,S,2025-07-03,3547,3547
348141672,01001,19260501 B13,O,2025-08-26,1800,2270
348134164,01001,19260501 A02,S,2025-05-30,4965,4965
348138264,01002,19260102 A01,S,2025-04-11,4965,4965
348138264,02001,19260501 B13,S,2025-04-11,4965,4965
348139163,01001,19260451 G04 I,S,2025-03-31,4965,4965
348130758,01001,19260501 B13,S,2025-08-26,2500,3972
348164245,01001,19101200 H01,O,2025-04-17,0,0
348134719,01001,19260150 A01,S,2025-05-29,1873,3121
348134719,01002,19260552 A01,S,2025-05-29,3277,5462
348134719,02001,19260102 A01,S,2025-05-29,9362,15604
348134719,02002,19260501 B13,S,2025-05-29,16385,27308
348135245,01001,19260102 A01,S,2025-04-08,2303,3547
348135245,01002,19260501 B13,S,2025-04-08,3227,4965
348135245,01003,19261053 B01,S,2025-04-08,3227,4965
348133901,01001,19260021 B02,S,2025-09-18,3547,3547
348133901,01002,19260100 A,S,2025-09-18,4256,4256
348133901,01003,19260250 A01,S,2025-09-18,4965,4965
348133901,01004,19260250 C,S,2025-09-18,2128,2128
348133901,01005,19260501 B13,S,2025-09-18,4965,4965
348131392,01001,19260100 A,S,2025-07-25,2837,2837
348125642,01001,19260102 A01,S,2025-09-18,2837,2837
348125642,01002,19260501 B13,S,2025-09-18,3547,3547
348125642,01003,19260503 A01,S,2025-09-18,3547,3547
348126228,01001,19260451 C02,S,2025-05-20,4729,4729
348126228,01002,19260451 G01 VII,S,2025-05-20,6620,6620
348124355,01001,19260451 F06,S,2025-09-18,0,4965
348124439,01001A,19101200 E01,S,2025-09-18,3405,3405
348124439,01001B,19101200 G01,S,2025-09-18,0,0
348124439,01001C,19101200 H01,S,2025-09-18,0,0
348124439,01002,19260405 A02 II I,S,2025-09-18,5958,5958
348124439,01003,19260451 B02,S,2025-09-18,5958,5958
348124439,02001,19260451 F06,R,2025-09-18,11916,11916
348124439,02002,19260453 B02 V,R,2025-09-18,11916,11916
348124439,03001,19030019 D01,O,2026-04-09,478,478
348117052,01001,19260503 A01,S,2025-05-21,2979,4256
348110792,01001,19260416 A01,S,2025-08-19,5958,5958
348110792,01003,19260701 B,S,2025-08-19,5958,5958
348432022,01001,19260416 A01,S,2025-08-29,4965,4965
348432022,01002,19260701 B,S,2025-08-29,4965,4965
348116617,01001,19260501 B13,S,2025-09-08,4965,4965
348113598,01001A,19260501 B13,S,2025-04-15,3750,4965
348113598,01001B,19260503 A02,S,2025-04-15,0,0
348109273,01001,19260102 A01,S,2025-04-01,2766,4256
348109273,01002,19260304 H01,S,2025-04-01,2766,4256
348109273,01003,19260501 B13,S,2025-04-01,3234,4965
348109273,01004,19261053 B01,S,2025-04-01,3234,4965
348109729,01002,19260501 B01,S,2025-09-09,2900,3972
348109729,01003,19260501 B10,S,2025-09-09,2900,3972
348109729,02001,19260300 B01,O,2025-09-09,1700,2838
348109752,01001,19260501 B13,S,2025-09-08,4965,4965
348109778,01001,19260501 B10,S,2025-06-25,4600,6620
348109877,01001,19260021 B02,S,2025-08-22,2000,3547
348109877,01002,19260352 C,S,2025-08-22,2000,3547
348109877,01003,19260352 E,S,2025-08-22,2000,3547
348113424,01001,19260100 A,S,2025-06-13,4256,4256
348113424,01002,19260501 B13,S,2025-06-13,4965,4965
348113424,01003,19261053 B01,S,2025-06-13,4965,4965
348113424,01004,19261053 B21,S,2025-06-13,4965,4965
348113424,01005,19261053 B22,S,2025-06-13,4965,4965
348113457,01001,19260100 A,S,2025-07-25,2000,4965
348113457,01002A,19260451 G01,S,2025-07-25,2000,4965
348113457,01002B,19261053 B04,S,2025-07-25,0,4965
348113788,01001,19260451 B02,S,2025-08-11,3873,5958
348113788,01002,19260451 B05 II,S,2025-08-11,3873,5958
348113788,01003,19260451 G01,S,2025-08-11,3873,5958
348113788,01004,19261053 B04,S,2025-08-11,2766,4256
348144270,01001,19260451 G01,S,2025-08-01,3972,3972
348104142,01001A,19100134 E01,S,2025-06-25,5000,9457
348104142,01001B,19100134 F02,S,2025-06-25,0,0
348104142,01002,19101200 G01,S,2025-06-25,5000,9457
348099854,01001,19040039 A02,O,2025-07-08,5793,8276
348102955,01001,19260102 A01,S,2025-03-21,1741,2837
348102955,01002,19260501 B13,S,2025-03-21,3059,4965
348098906,01001,19260451 B05 II,S,2025-05-08,3547,3547
348098906,01002,19260451 C02 I,S,2025-05-08,3547,3547
348098906,01003,19260451 F03,S,2025-05-08,4965,4965
348098906,01004,19260451 G01,S,2025-05-08,4965,4965
348098906,01005,19260452 J02,S,2025-05-08,3547,3547
348098906,01006,19260501 B13,S,2025-05-08,4965,4965
348160854,01001,19260416 A01,S,2025-08-13,0,4965
348160854,01002,19260451 B01,S,2025-08-13,0,4965
348160854,01003,19260451 E01,S,2025-08-13,0,4965
348160854,01004,19260451 F06,S,2025-08-13,0,4965
348160854,01005,19260451 G01,S,2025-08-13,0,4965
348160854,01006,19260701 B,S,2025-08-13,0,4965
348096181,01001,19260102 A01,S,2025-03-19,2400,4965
348096181,01002,19260150 A01,S,2025-03-19,1600,2837
348096181,01003,19260501 B13,S,2025-03-19,0,4965
348096181,01004,19261053 B01,S,2025-03-19,0,3547
348096348,01001,19260102 A01,R,2025-03-26,5674,5674
348096348,01002,19260501 B13,R,2025-03-26,9930,9930
348098161,01001,19100067 C02 V,S,2025-06-25,3900,6620
348103789,01001,19260416 A01,S,2025-08-19,4965,4965
348103789,01002,19260451 F06,S,2025-08-19,4965,4965
348103789,01003,19260701 B,S,2025-08-19,4965,4965
348141136,01001,19260102 A01,S,2025-04-01,2210,3121
348141136,01002,19261053 B01,S,2025-04-01,2761,3902
348141136,02001,19260501 B13,R,2025-04-01,7729,10923
348095647,01001A,19260502 I02,S,2025-09-04,4965,4965
348095647,01001B,19260502 I03,S,2025-09-04,0,0
348096587,01001,19260300 B01,S,2025-09-10,2838,2838
348096587,01002,19260416 E01,S,2025-09-10,2838,2838
348097064,01001,19260451 B01,S,2025-09-10,1986,3972
348097064,01002,19260451 G01 VII,S,2025-09-10,1986,3972
348097064,01003,19260451 G04 I,S,2025-09-10,1986,3972
348141383,01001,19260453 B02 V,S,2025-07-03,0,6620
348111360,01001,19260062 G02 VII A,R,2025-08-29,23170,23170
348111360,01002,19260062 I04 IV,R,2025-08-29,23170,23170
348111360,01003,19260062 J03 II,S,2025-08-29,11585,11585
348111360,01004,19100134 H01 I,R,2025-08-29,23170,23170
348111360,01005,19261205 A,R,2025-08-29,23170,23170
348111360,01006,19261207 A,R,2025-08-29,23170,23170
348111360,01007,19261208 A,R,2025-08-29,23170,23170
348092503,01001,19260501 B13,S,2025-08-19,3600,4965
348093329,01001,19260304 I01,S,2025-07-28,2132,3547
348095167,01001,19260100 A,S,2025-07-03,4256,4256
348095167,01002,19260501 B13,R,2025-07-03,10923,10923
348095233,01001,19260021 B02,S,2025-07-03,4965,4965
348092537,01001,19260501 B13,S,2025-07-25,4965,4965
348092537,01002,19261053 B22,S,2025-07-25,4965,4965
348092685,01001,19261051 A,S,2025-07-10,2731,5462
348092685,02001,19260501 B01,W,2025-07-10,18207,36413
348092685,03001,19260102 A01,R,2025-07-10,4682,9363
348092685,03002,19260416 A01,R,2025-07-10,5462,10923
348092834,01001,19260453 B02 V,O,2025-07-25,3972,3972
348092883,01001,19100178 M05 I,S,2025-07-25,0,14895
348093030,01001,19261053 B07,S,2025-07-25,4965,4965
348093030,02001,19260501 B01,W,2025-07-25,33103,33103
348089350,01001,19260501 B01,W,2025-08-01,23668,36413
348193921,01001,19260451 E01,S,2025-06-17,3547,3547
348193921,01002,19260451 G01,S,2025-06-17,4965,4965
348207135,01001A,19261153 C01,S,2025-06-26,2837,2837
348207135,01001B,19261153 I02 I,S,2025-06-26,0,0
348207135,01001C,19261153 D02 I,S,2025-06-26,0,0
348087800,01001,19260602 A09 II,S,2025-07-25,8276,8276
348086869,01001,19260100 A,S,2025-07-09,2837,2837
348086869,01002,19260501 B13,S,2025-07-09,4965,4965
348084690,01001A,19100134 C01,S,2025-07-17,2837,2837
348084690,01001B,19100134 E01,S,2025-07-17,0,0
348084690,01001C,19100134 F01,S,2025-07-17,0,0
348084690,01001D,19100134 K01,S,2025-07-17,0,0
348079823,01001A,19260503 A02 II,S,2025-08-29,11585,11585
348079823,01001B,19260503 B01,S,2025-08-29,0,0
348079823,01001C,19260503 C03,S,2025-08-29,0,0
348079823,02001,19260501 B01,W,2025-08-29,115860,115860
348079823,02002,19260502 D15,W,2025-08-29,115860,115860
348081324,01001,19260501 B01,S,2025-08-29,4965,4965
348081324,01002,19260502 D15,S,2025-08-29,4965,4965
348081464,01001,19260416 E01,O,2025-07-28,4703,7235
348081738,01001A,19100134 C01,O,2025-09-02,4000,8038
348081738,01001B,19100134 E01,S,2025-09-02,0,0
348081738,01001C,19100134 F02,S,2025-09-02,0,0
348081738,01002A,19260451 B01,S,2025-09-02,0,14187
348081738,01002B,19260451 E01,S,2025-09-02,0,0
348081738,01002C,19260451 F07,O,2025-09-02,4000,0
348083031,01001,19100132 H01,S,2025-09-03,0,4965
348083031,01002A,19260502 B01,S,2025-09-03,7035,8276
348083031,01002B,19260502 B02,S,2025-09-03,0,0
348083031,01003,19261053 B09,S,2025-09-03,4138,8276
348075912,01001,19260501 B13,S,2025-03-20,2979,4965
348075912,01002,19261053 B01,S,2025-03-20,1702,2837
348075912,02001,19260503 B01,O,2025-03-20,239,398
348076043,01001,19260501 B13,S,2025-05-21,2979,4965
348076043,01002,19260503 A01,S,2025-05-21,2554,4256
348083254,01001A,19101200 E01,S,2025-08-27,2270,2270
348083254,01001B,19101200 G01,S,2025-08-27,2270,2270
348083254,01001C,19101200 H01,S,2025-08-27,2270,2270
348083254,01002,19260451 E01,S,2025-08-27,3972,3972
348083254,01003,19260451 F07,S,2025-08-27,3972,3972
348083254,01004,19260451 G01 VII,S,2025-08-27,3972,3972
348083254,01005,19260451 G04 I,S,2025-08-27,3972,3972
348083254,01006,19260501 B01,S,2025-08-27,3972,3972
348083254,01007,19260501 B04 II,S,2025-08-27,3405,3405
348085705,01001,19260451 G04 I,S,2025-08-28,12500,13902
348085705,02001,19260501 B01,S,2025-08-28,12500,27804
348361817,01001,19260100 A,S,2025-07-15,3121,3121
348361817,01002,19260102 A01,S,2025-07-15,3121,3121
348361817,01003,19260501 B13,S,2025-07-15,5462,5462
348361817,01004,19261053 B01,S,2025-07-15,3902,3902
348082116,01001A,19100134 C01,O,2025-08-22,2381,3972
348082116,01001B,19100134 D01 II,O,2025-08-22,0,0
348082116,01002A,19101200 E01,O,2025-08-22,3177,5296
348082116,01002B,19101200 G01,O,2025-08-22,0,0
348082116,01002C,19101200 H01,O,2025-08-22,0,0
348082116,01003,19260451 F03,S,2025-08-22,3177,5296
348082116,01004,19260501 B04 I,S,2025-08-22,3972,6621
348082116,01005,19260502 G05,S,2025-08-22,3972,6621
348082116,01006A,19260503 A01,S,2025-08-22,3972,6621
348082116,01006B,19260503 B01,S,2025-08-22,0,0
348082116,01007A,19261153 C01,O,2025-08-22,3972,6621
348082116,01007B,19261153 D02 I,O,2025-08-22,0,0
348082116,01007C,19261153 G01,O,2025-08-22,0,0
348082116,01007D,19261153 G01 II,S,2025-08-22,0,0
348082116,01008,19260050 G,S,2025-08-22,3177,5296
348082116,02001,19260416 E01,O,2025-08-22,0,0
348076316,01001,19260452 J02,S,2025-08-07,3650,5958
348076316,01002,19260451 F07,S,2025-08-07,3650,5958
348074014,01001,19261053 B22,S,2025-08-18,5000,9268
348082652,01001,19261053 A02,S,2025-03-20,3547,3547
348075524,01001A,19260501 B04 I,S,2025-08-26,6621,6621
348075524,01001B,19260502 I03,S,2025-08-26,0,0
348075524,01001C,19260502 I04,S,2025-08-26,0,0
348075524,01002A,19260502 B01,S,2025-08-26,6621,6621
348075524,01002B,19260502 B02,S,2025-08-26,0,0
348075524,01003,19261053 B09,S,2025-08-26,6621,6621
348075524,02001,19100157 E03,O,2025-08-26,0,0
348124603,01001,19260102 A01,S,2025-07-25,2838,2838
348124603,01002,19260501 B13,S,2025-07-25,3972,3972
348124603,01003,19261053 B01,S,2025-07-25,3972,3972
348124603,01004,19261053 B13,S,2025-07-25,2838,2838
348124603,01005,19260405 G02 IV,S,2025-07-25,2270,2270
348071101,01001,19260451 G01,S,2025-06-12,4965,4965
348077678,01001,19260102 A01,S,2025-07-10,2766,4256
348077678,01002,19261153 C02 II,S,2025-07-03,3227,4965
348073792,01001,19260102 A01,S,2025-07-25,2412,2412
348073792,01002,19260451 C02,S,2025-07-25,3972,3972
348073792,01003,19260451 F07,S,2025-07-25,3972,3972
348073792,01004,19260451 G01 VII,S,2025-07-25,3972,3972
348073792,01005,19260451 G04 I,S,2025-07-25,3972,3972
348073792,01006,19260452 J02,S,2025-07-25,3972,3972
348073792,01007A,19260454 A,S,2025-07-25,3972,3972
348073792,01007B,19260454 B,S,2025-07-25,0,0
348073792,01008,19260701 B,S,2025-07-25,2270,2270
348073792,01009,19261053 B01,S,2025-07-25,3972,3972
348071390,01001A,19100134 C,S,2025-08-22,5296,5296
348071390,01001B,19100134 C01 II,S,2025-08-22,0,0
348071390,01001C,19100134 C01 III,S,2025-08-22,0,0
348071390,01001D,19100134 C01 VIII,S,2025-08-22,0,0
348067976,01001,19260102 A01,S,2025-03-24,4256,4256
348067976,01002,19260501 B13,S,2025-03-24,4965,4965
348067976,01003,19261053 B01,S,2025-03-24,4965,4965
348067976,02001,19260503 B01,O,2025-03-24,398,398
348072596,01001A,19260451 B01,S,2025-08-01,2720,4965
348072596,01001B,19260451 B02,S,2025-08-01,0,0
348072596,01002,19260451 G01,S,2025-08-01,2720,4965
348072596,01003,19260501 B13,S,2025-08-01,5460,9930
348075201,01001,19260100 A,S,2025-04-01,1150,2128
348075201,01002,19260102 A01,S,2025-04-01,1150,2128
348075201,01003,19260501 B13,S,2025-04-01,1550,2837
348075201,01004,19260850 A,S,2025-04-01,1150,2128
348377482,01001,19260501 B04 I,S,2025-07-17,4256,4256
348377482,01002,19260501 B13,S,2025-07-17,4965,4965
348069246,01001,19100253 B04 III,S,2025-05-29,3500,6620
348069246,01002A,19100134 E01,S,2025-05-29,3250,4965
348069246,01002B,19100134 K06,S,2025-05-29,0,0
348069246,01003A,19101200 E01,S,2025-05-29,3250,4965
348069246,01003B,19101200 G08,S,2025-05-29,0,0
348069246,01003C,19101200 H01,S,2025-05-29,0,0
348071655,01001,19260451 F06,S,2025-06-13,4965,4965
348071655,01002,19260451 F07,S,2025-06-13,4965,4965
348071655,01003,19260451 G01 VII,S,2025-06-13,4965,4965
348071655,01004,19260451 G04 I,S,2025-06-13,4965,4965
348071655,01005,19260452 J02,S,2025-06-13,4965,4965
348071655,01006A,19260454 A,S,2025-06-13,4965,4965
348071655,01006B,19260454 B,S,2025-06-13,0,0
348072968,01001,19260102 A01,S,2025-06-13,1000,3547
348072968,01002,19260416 A01,S,2025-06-13,3000,4965
348072968,01003,19260501 B13,S,2025-06-13,3000,4965
348072968,01004A,19261053 B01,S,2025-06-13,3000,4965
348072968,01004B,19261053 B21,S,2025-06-13,0,4965
348075425,01001,19260451 B05 II,S,2025-06-18,4256,4256
348075425,01002,19260451 G01,S,2025-06-18,4965,4965
348075425,01003,19260501 B13,S,2025-06-18,4965,4965
348075425,01004,19261053 B04,S,2025-06-18,4256,4256
348071408,01001,19260102 A01,S,2025-05-28,2000,3547
348071408,01002,19260501 B13,S,2025-05-28,3221,4965
348071408,01003,19261053 B04,S,2025-05-28,2000,4965
348071408,01004A,19261053 B20,S,2025-05-28,2000,4965
348071408,01004B,19261053 B21,S,2025-05-28,0,0
348063348,01001A,19100134 F01,S,2025-08-22,2270,2270
348063348,01001B,19100134 E01,S,2025-08-22,0,0
348063348,01002A,19260404 F06,S,2025-08-22,2270,2270
348063348,01002B,19260416 E01,S,2025-08-22,0,0
348063348,01003,19260453 B02 V,S,2025-08-22,3972,3972
348063397,01001,19261052 C01 I,S,2025-08-19,2837,2837
348073198,01001,19260501 B13,S,2025-05-28,2500,4965
348059080,01001,19260501 B13,O,2025-03-19,2700,4965
348055708,01001A,19260501 B01,S,2025-07-10,5958,6620
348055708,01001B,19260502 D15 I,S,2025-07-10,0,6620
348055708,01002,19260502 D11,S,2025-07-10,5958,6620
348071192,01001,19260102 A01,S,2025-06-02,1350,2341
348071192,01002,19260501 B13,S,2025-06-02,3150,5462
348054784,01001A,19100134 C01,S,2025-08-01,2128,2128
348054784,01001B,19100134 E01,S,2025-08-01,0,0
348054784,01001C,19100134 F01,S,2025-08-01,0,0
348054784,01001D,19100134 K03,S,2025-08-01,0,0
348054784,01002,19101200 E01,S,2025-08-01,2128,2128
348056284,01001,19260501 B13,R,2025-06-18,17750,27308
348056284,01002,19261051 A,R,2025-06-18,7100,10923
348056292,01001,19260100 A,S,2025-07-03,1844,2837
348056292,01002,19260451 G01,S,2025-07-03,3227,4965
348056292,01003,19261053 B01,S,2025-07-03,2306,3547
348051319,01001,19260652 A01,W,2025-04-17,30000,66206
348048471,01001,19260451 F07,S,2025-07-15,3547,3547
348048471,01002,19260454 A,S,2025-07-15,3547,3547
348048901,01001,19260501 B13,S,2025-03-20,3476,4965
348048182,01001,"NYSLL ARTICLE 2, SECTION 27-A.3.A",S,2026-03-27,0,0
348048182,01002,19260200 G02,S,2026-03-27,0,0
348043381,01001,5A0001,S,2025-05-21,7530,11585
348038373,01001,5A0001,S,2025-08-08,11823,11823
348038373,01002,19260251 A02 I,O,2025-08-08,0,0
348038464,01001,19261053 B01,R,2025-07-25,16552,16552
348035049,01001,19261053 B01,S,2025-06-18,2341,4682
348035049,01002,19261053 B05 I,S,2025-06-18,2341,4682
348035049,02001,19260501 B01,W,2025-06-18,16552,33103
348035270,01001,19260501 B13,W,2025-04-07,36413,36413
348035395,01001,19260501 B13,S,2025-07-02,4965,4965
348035395,01002,19260503 A01,S,2025-07-02,2128,2128
348040718,01001,19260300 B01,S,2025-07-25,2000,3547
348040718,01002,19261053 B07,S,2025-07-25,3200,4965
348040718,01003,19261060 A,S,2025-07-25,2000,3547
348081878,01001,19040039 A02,O,2025-03-21,600,1000
348040106,01001,19260850 A,S,2025-04-16,16550,16550
348036617,01001,19260451 F06,S,2025-06-26,3227,4965
348036617,01002,19260453 B02 V,S,2025-06-26,0,4965
348033762,01001,12 NYCRR PART 800.6(F),S,2025-09-03,0,0
348033762,01002,12 NYCRR PART 800.6(H),S,2025-09-03,0,0
348033762,01003,19100036 D01,S,2025-09-03,0,0
348033762,01004,19100037 A04,S,2025-09-03,0,0
348033762,01005,19100120 Q06 I A,S,2025-09-03,0,0
348033762,01006,19100147 C01,S,2025-09-03,0,0
348033762,01007,19100157 C01,S,2025-09-03,0,0
348033762,01008,19100157 E03,S,2025-09-03,0,0
348033762,01009,19100178 L06,S,2025-09-03,0,0
348033762,01010,19100244 A01 II,S,2025-09-03,0,0
348033762,01011,19100303 B02,S,2025-09-03,0,0
348033762,01012,19100303 F02,S,2025-09-03,0,0
348033762,01013,19100303 G01 II,S,2025-09-03,0,0
348033762,02001,19101200 E01,O,2025-09-03,0,0
348033762,02002,19101200 F06 II,O,2025-09-03,0,0
348033762,02003,19101200 H01,O,2025-09-03,0,0
348033440,01001,19260501 B01,S,2025-06-24,4965,4965
348033440,01002,19261053 B01,S,2025-06-24,4965,4965
348037896,01001,19040039 A02,O,2025-02-13,1000,1000
348029448,01001,19260501 B13,S,2025-07-02,6620,6620
348029448,01002,19261053 B01,S,2025-07-02,6620,6620
348032327,01001,19260501 B13,S,2025-05-20,3100,4965
348032327,01002,19261053 B04,S,2025-05-20,1724,2837
348032392,01001A,19261153 C01,S,2025-06-09,3600,4965
348032392,01001B,19261153 D02 I,S,2025-06-09,0,0
348032392,01001C,19261153 G01,S,2025-06-09,0,2128
348032392,01001D,19261153 I02 I,S,2025-06-09,0,2837
348032434,01001,19260501 B13,S,2025-05-09,3000,4965
348031527,01001,19261053 B01,S,2025-04-11,1200,5462
348031527,01002,19261053 B13,S,2025-04-11,1200,5462
348031527,02001,19260501 B01,R,2025-04-11,2100,10923
348031667,01001,19260451 C02,S,2025-05-23,5000,4965
348031667,01002,19260451 E01,S,2025-05-23,0,4965
348031667,01003,19260451 B01,S,2025-05-23,0,4965
348029752,01001,19260501 B13,R,2025-07-31,29790,29790
348029760,01001,19260501 B13,S,2025-07-25,0,3547
348029760,01002,19261053 B20,S,2025-07-25,3547,3547
348025719,01001,19260020 B02,S,2025-07-09,11585,11585
348033879,01001,19260501 B13,R,2025-04-02,14564,14564
348024944,01001,19261053 B16,S,2025-04-04,5462,5462
348024944,02001,19260501 B13,R,2025-04-04,10923,10923
348024993,01001,19260502 D16,S,2025-03-28,4965,4965
348024993,01002,19260503 A02,S,2025-03-28,3547,3547
348025057,01001,19260501 B11,W,2025-03-28,33103,33103
348025057,02001,19260503 A02,R,2025-03-28,7094,7094
348025131,01001,19260501 B13,R,2025-04-02,14564,14564
348028119,01001,19040039 A02,O,2025-06-06,5379,8276
348023243,01001,19261052 B01,S,2025-06-18,0,3121
348023243,01002,19261052 C01 II,S,2025-06-18,0,4161
348030339,01001,19260451 B02,S,2025-06-18,4965,4965
348030339,01002,19261053 B04,S,2025-06-18,4965,4965
348023573,01001,19260416 A01,S,2025-04-25,4965,4965
348023573,01002,19261053 B01,S,2025-04-25,5462,5462
348023573,01003,19261053 B10,S,2025-04-25,5462,5462
348023573,02001,19260501 B13,W,2025-04-25,36413,36413
348023573,03001,19260102 A01,R,2025-04-25,9363,9363
348023573,03002,19260150 A01,R,2025-04-25,9363,9363
348021635,01001,19261053 B01,S,2025-02-07,3000,5462
348021635,02001,19260102 A01,R,2025-02-07,3500,6242
348021635,03001,19260501 B01,R,2025-02-07,3500,36413
348021650,01001,19260300 B01,S,2025-06-25,2300,3547
348021759,01001,19260451 G01,S,2025-04-18,4000,6620
348021759,01002,19260452 J02,S,2025-04-18,4000,6620
348038357,01001,19260021 B02,S,2025-06-02,4965,4965
348018672,01001A,19261053 B02,O,2025-07-24,2837,2837
348018672,01001B,19261053 B15,O,2025-07-24,0,0
348018672,02001,19261060 A,O,2025-07-24,0,0
348018912,01001,19260453 B02 V,O,2025-05-20,14040,33103
348023474,01001,19260451 B01,S,2025-03-07,2837,2837
348023474,01002,19260451 E01,S,2025-03-07,2837,2837
348023474,01003,19260501 B11,S,2025-03-07,3547,3547
348019761,01001,19260451 B02,S,2025-06-18,3277,5462
348019761,01002,19260451 C02,S,2025-06-18,3277,5462
348019761,01003,19260451 E01,S,2025-06-18,3277,5462
348019761,01004,19261052 B01,S,2025-06-18,7646,12744
348019761,01005,19261052 C01 II,S,2025-06-18,7646,12744
348019944,01001,19260451 G01,S,2025-06-10,3227,4965
348019944,01002,19260502 D15,S,2025-06-10,2306,3547
348010000,01001,19260102 A01,S,2025-03-25,3547,3547
348010000,01002,19260501 B13,S,2025-03-25,4256,4256
348010000,01003,19260503 A01,S,2025-03-25,2837,2837
348010174,01001A,19261053 B01,S,2025-02-27,3762,4965
348010174,01001B,19261053 B04,S,2025-02-27,0,0
348010174,01002,19261053 B16,S,2025-02-27,3226,4256
348010174,02001,19260501 B13,S,2025-02-27,3762,9930
348013582,01001,19260021 B02,S,2025-07-14,0,3547
348013582,01002,19260602 C01 VIII A,S,2025-07-14,3200,3547
348013582,01003,19260602 D,S,2025-07-14,3200,3547
348013582,01004,19260850 A,S,2025-07-14,3200,3547
348013582,02001,19040039 A02,O,2025-07-14,0,3547
348008715,01001,19260300 B01,S,2025-07-21,3000,4965
348016056,01001,19260451 G01,S,2025-02-05,3700,4965
348013152,01001,19260501 B13,S,2025-02-07,3600,4965
348013152,01002,19261053 B01,S,2025-02-07,2400,3547
348005851,01001,19260501 B13,S,2025-02-19,4469,4469
348005851,01002,19261053 B01,S,2025-02-19,0,4469
348006495,01001,19260451 G01 VII,S,2025-07-22,4729,4729
348006495,01002,19260501 B13,S,2025-07-22,4729,4729
348012261,01001,19260100 A,S,2025-02-03,2837,2837
348012261,01002,19260102 A01,S,2025-02-03,2837,2837
348012261,01003,19260501 B13,S,2025-02-03,4965,4965
348003443,01001A,19100134 C02 I,S,2025-07-03,2500,6620
348003443,01001B,19100134 C02 II,S,2025-07-03,0,0
348003443,02001,19260501 B01,R,2025-07-03,12500,23170
348002775,01001,19260501 B13,S,2025-02-07,4965,4965
348002171,01001,19260501 B13,W,2025-05-20,33103,33103
348275082,01001A,19261052 C05,S,2025-05-30,4682,4682
348275082,01001B,19261052 C08,S,2025-05-30,0,0
348275082,01001C,19261052 C09,S,2025-05-30,0,0
348275082,02001,19260501 B13,R,2025-05-30,10923,10923
347998379,01001A,19260020 B02,O,2025-05-30,0,6242
347998379,01001B,19261052 C08,S,2025-05-30,0,0
347998379,01001C,19261052 C09,S,2025-05-30,0,0
347998387,01001A,19261052 C05,S,2025-05-30,0,4256
347998387,01001B,19261052 C08,S,2025-05-30,0,0
347998387,01001C,19261052 C09,S,2025-05-30,0,0
348003716,01001,19260501 B13,R,2025-02-10,6000,9930
347996134,01001,19260451 A06,S,2025-07-07,5000,6620
347996134,01002,19260451 B02,S,2025-07-07,5000,6620
347996134,01003,19260451 F07,O,2025-07-07,0,6620
347996134,01004,19260451 G01 VII,S,2025-07-07,5000,6620
347996134,01005,19260452 J02,S,2025-07-07,5000,6620
347996134,01006,19260454 A,O,2025-07-07,0,4729
347996134,02001,19040039 A02,O,2025-07-07,3300,4729
347996134,02002,19040040 A,O,2025-07-07,700,946
347988719,01001A,19260451 C02 II,S,2025-07-16,4965,4965
